Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33
0.58703779,0.051002336,9,0.471073912,0.114279487,7,0.81072502,0.615739183,3,0.438761613,0.073152723,1,0.769888154,0.367693432,5,0.377910576,0.285141046,3,0.173947614,0.195061255,6,0.493726742,0.90708003,6,0.13488122,0.166304448,9,0.329783015,0.104653861,2,0.200819441,0.095468658,0
0.609894463,0.114335969,7,0.002127347,0.146272851,6,0.291619497,0.615657308,6,0.733743691,0.355613196,1,0.552082403,0.074118029,5,0.710567046,0.419215314,9,0.222727209,0.955769745,6,0.114649877,0.010471062,9,0.220444561,0.504368834,3,0.332340408,0.953675428,3,0.678915409,0.077253846,0
0.266226073,0.591967149,3,0.225654406,0.983537623,2,0.06087304,0.105614653,6,0.447949433,0.503196983,1,0.089793682,0.497535773,8,0.754795952,0.004882385,2,0.710437266,0.778130883,6,0.853112987,0.80591778,2,0.615232213,0.213988039,6,0.036393947,0.346277941,7,0.941623552,0.03542883,0
0.972550123,0.279541507,5,0.110657292,0.555861499,9,0.192235359,0.035590871,8,0.32045827,0.822780486,2,0.131306213,0.996787463,5,0.248503303,0.227092131,3,0.086207418,0.102004836,5,0.054609032,0.644994001,9,0.565404435,0.923196972,8,0.036306874,0.186432845,1,0.247887323,0.396817651,0
0.705615118,0.878496135,4,0.47101026,0.325486941,5,0.873407401,0.777692054,1,0.186206451,0.806302489,6,0.537176342,0.839396902,7,0.777594634,0.770911638,4,0.936456351,0.916770695,3,0.423883354,0.082554721,3,0.513450534,0.303391972,3,0.900075634,0.554272558,4,0.578008915,0.458741939,0
0.617332469,0.181670225,1,0.868284495,0.065609118,7,0.415880266,0.157880507,2,0.782626077,0.81150768,9,0.19262443,0.128920933,8,0.775417478,0.791649803,5,0.175885983,0.424734434,9,0.93886981,0.86402029,9,0.926266906,0.145452593,5,0.191382612,0.143421065,3,0.558783984,0.147766074,0
0.650995257,0.173816667,7,0.24738092,0.67337602,8,0.618258351,0.036672094,8,0.93283722,0.425193735,3,0.927881752,0.547892188,1,0.589347124,0.252721125,8,0.469102866,0.045487622,8,0.970581143,0.925710102,1,0.620260967,0.613029341,5,0.919197293,0.449230444,1,0.490401503,0.984610192,0
0.08277668,0.395655427,6,0.527243915,0.47618204,1,0.31009068,0.167020655,9,0.35346571,0.363799989,1,0.552251883,0.026336322,4,0.732937537,0.007391132,5,0.508996205,0.418041728,7,0.415005613,0.728990942,4,0.475085064,0.481357838,4,0.760871917,0.931287158,5,0.896278842,0.423526198,0
0.118624616,0.442094371,3,0.700919798,0.400052831,2,0.282583952,0.037843958,8,0.858239968,0.496142683,6,0.972105435,0.303380001,8,0.399306702,0.612062008,1,0.092252407,0.62284571,2,0.488824198,0.291500517,7,0.26060982,0.923791167,5,0.056385391,0.668783684,7,0.758896143,0.76853325,0
0.619856794,0.73123083,6,0.750199655,0.034014421,5,0.357939068,0.140066622,4,0.525166595,0.078074684,2,0.708697596,0.219186744,8,0.672544001,0.646874286,7,0.733791329,0.137596297,9,0.854096454,0.07609271,5,0.614357931,0.782334771,9,0.388586572,0.26374936,3,0.122848022,0.497180101,0
0.880627909,0.990427513,6,0.141531312,0.944024118,5,0.621016153,0.535393775,5,0.414497806,0.263130624,6,0.471787429,0.445775364,3,0.518337121,0.799917709,9,0.7776281,0.857805328,8,0.687906261,0.9901921,3,0.716703023,0.182449055,4,0.480249471,0.996190111,3,0.554454299,0.163901294,0
0.205853061,0.380890315,3,0.551792373,0.051454941,2,0.491600561,0.845975913,7,0.464697998,0.297249471,6,0.47117538,0.110994199,7,0.280436169,0.533889726,1,0.602817014,0.680446252,7,0.113418483,0.414342132,9,0.48315107,0.20408771,5,0.695631101,0.57358916,2,0.600207599,0.031500721,0
0.785443981,0.60606675,7,0.59508992,0.019337941,7,0.151802708,0.288361194,9,0.224093524,0.652357371,8,0.638057619,0.521758098,5,0.260996136,0.185445424,1,0.852515829,0.373549569,6,0.717248885,0.321960242,4,0.73748047,0.792074187,8,0.399920654,0.939285835,6,0.649451812,0.725058574,0
0.59958855,0.12519628,1,0.874572639,0.230096772,9,0.248178514,0.18623751,3,0.071621131,0.455449634,9,0.154995811,0.107760655,1,0.336426927,0.510062946,4,0.183551967,0.170352057,3,0.973297062,0.711345585,1,0.119216072,0.915018717,9,0.39717799,0.768843954,1,0.108350271,0.489384361,0
0.790979603,0.57029847,6,0.807787094,0.952712592,9,0.099380467,0.961001242,8,0.996761759,0.13151002,3,0.373288705,0.661315048,7,0.184510513,0.690422018,2,0.446796889,0.569787424,9,0.796521005,0.217261271,4,0.434057921,0.816672194,1,0.484524267,0.108708281,9,0.781479874,0.371650322,0
0.144235052,0.061682451,6,0.764989388,0.829635364,9,0.411722301,0.682352356,6,0.860470521,0.865543768,3,0.200658688,0.024946812,5,0.042346198,0.216468087,8,0.410560922,0.387761958,6,0.856005171,0.192263436,6,0.899253185,0.487490367,4,0.185821414,0.7029623,1,0.232993816,0.053285366,0
0.642581795,0.850538881,6,0.883214269,0.166313634,3,0.469116679,0.691659495,8,0.621744353,0.26862909,2,0.063288225,0.763658263,2,0.88166998,0.554224358,3,0.66185857,0.826867144,4,0.068497231,0.900978661,9,0.16533245,0.096693843,3,0.690603178,0.80543816,5,0.017521254,0.053047619,0
0.528573038,0.0791398,4,0.487570353,0.653170698,2,0.893537037,0.591963652,6,0.237440534,0.602496643,8,0.096428301,0.303324348,6,0.374172694,0.423247551,3,0.168551149,0.448642605,1,0.261821831,0.762996065,2,0.890309047,0.218686401,2,0.919295877,0.44457716,5,0.01076953,0.461708287,0
0.758106698,0.741624348,8,0.084955228,0.874286191,8,0.897205603,0.057165462,1,0.497071942,0.360028604,7,0.628075125,0.410646003,4,0.857366293,0.406850696,5,0.895475782,0.070326762,9,0.698368195,0.951812179,3,0.764425487,0.933049153,7,0.992221799,0.727210881,8,0.042836947,0.447838653,0
0.051648386,0.249152735,8,0.169231448,0.207228401,9,0.423786925,0.526450815,9,0.738280848,0.709306845,2,0.929985968,0.149029824,9,0.840772371,0.641526131,8,0.387417213,0.357838224,6,0.880916702,0.706115348,7,0.028545897,0.590003565,5,0.883712888,0.280777961,5,0.820552511,0.359056119,0
0.349763374,0.488528376,9,0.118953196,0.96092071,3,0.571873632,0.606376253,7,0.455224504,0.26402284,1,0.255511917,0.977927909,4,0.727533382,0.063617531,3,0.806474852,0.08595285,2,0.887532513,0.303338011,4,0.848841223,0.340425562,2,0.029277562,0.121721414,6,0.647418226,0.150953361,0
0.456059795,0.271770692,4,0.951262182,0.630154549,9,0.917520908,0.255733115,1,0.588190428,0.310695207,7,0.609484838,0.997658309,4,0.744130255,0.294881578,7,0.596486364,0.378901594,6,0.612444009,0.104285963,5,0.563894131,0.813094029,9,0.287211752,0.132302159,8,0.442671639,0.956652401,0
0.326894926,0.763565242,2,0.441139735,0.9622961,5,0.825956043,0.21285412,1,0.795028725,0.402328137,7,0.047223302,0.157224823,8,0.457745332,0.141330622,6,0.057586995,0.63072789,6,0.557689271,0.895830941,6,0.3625988,0.927421398,8,0.046904259,0.301697961,2,0.305809481,0.375609563,0
0.374034955,0.668134378,8,0.638539165,0.391374122,6,0.686733916,0.663283307,2,0.92189266,0.913226354,7,0.779256206,0.799870664,7,0.372353934,0.923923123,2,0.563283251,0.167229668,3,0.379092087,0.546624739,3,0.645690352,0.992690875,4,0.007215635,0.777300515,2,0.736201199,0.235489695,0
0.69234719,0.082062695,4,0.024469349,0.886948222,4,0.80656547,0.620848491,6,0.246681259,0.550996305,1,0.082253334,0.199750075,1,0.177502858,0.628034179,4,0.14620374,0.891878536,8,0.276224409,0.632361204,2,0.906434931,0.377205114,7,0.355011205,0.35074925,9,0.546046674,0.588001031,0
0.194680003,0.45237553,3,0.404429461,0.037736489,1,0.259959511,0.742028911,9,0.775147625,0.373083894,9,0.894849185,0.32629775,9,0.404095779,0.091556223,8,0.285852677,0.962979494,1,0.850875917,0.830221107,1,0.506897472,0.984362276,2,0.111957653,0.054635018,8,0.798574098,0.415823018,0
0.485580068,0.675796093,3,0.364772979,0.465433523,7,0.350022271,0.786562328,8,0.611971303,0.887687471,5,0.491674108,0.402847819,5,0.116692214,0.394772442,2,0.240980922,0.637292868,7,0.271002111,0.778130833,8,0.643402504,0.778980396,3,0.776569489,0.40689923,1,0.253673895,0.789966063,0
0.343864735,0.883564169,6,0.656625468,0.182138291,4,0.652960881,0.544343325,6,0.858365707,0.986261415,2,0.111549602,0.894504479,1,0.824445397,0.515748464,5,0.961800789,0.180238948,5,0.172623939,0.040142944,5,0.399819404,0.559587149,5,0.063575863,0.575770766,6,0.085409432,0.013202325,0
0.064767611,0.137249824,4,0.367478236,0.221595575,9,0.184259509,0.871161845,7,0.662353599,0.171488519,8,0.871430623,0.683495873,8,0.639200807,0.487668089,4,0.277606441,0.388750407,7,0.822193085,0.77021889,9,0.345727366,0.28914031,1,0.676333067,0.199737501,3,0.378326868,0.910166912,0
0.65990783,0.553020701,4,0.299061486,0.834344288,7,0.383250884,0.153639741,4,0.793861957,0.667945384,6,0.457358792,0.797819879,2,0.086905488,0.280279424,2,0.206561807,0.453489834,5,0.891496751,0.204165447,7,0.435391198,0.316136578,6,0.046211294,0.384570741,9,0.552760204,0.292863066,0
0.899646263,0.392575399,1,0.654422534,0.075664509,8,0.348359271,0.318325587,2,0.644921003,0.388001621,8,0.279833408,0.756767687,4,0.318096792,0.772603395,2,0.013892211,0.020473157,1,0.921939965,0.94877965,9,0.322066103,0.23127038,2,0.683951807,0.026191783,4,0.692601774,0.821059997,0
0.817765151,0.090689796,8,0.32166678,0.007308069,2,0.205417925,0.146554186,5,0.615176165,0.997649043,7,0.608565416,0.492932513,2,0.843962238,0.981872216,4,0.904699038,0.863805702,7,0.305881581,0.057941883,7,0.789357862,0.449569706,2,0.766045915,0.215996501,6,0.177299958,0.387538779,0
0.986431167,0.989282031,2,0.293123452,0.511162166,9,0.878481125,0.297737289,8,0.687130842,0.170076384,3,0.196505862,0.315808247,8,0.048926169,0.156300827,9,0.210699315,0.06549811,2,0.502733256,0.028377713,8,0.34806628,0.209053273,2,0.624893192,0.709828345,8,0.11011552,0.087637512,0
0.938388497,0.531721672,8,0.922041648,0.296233072,3,0.784599629,0.722220076,6,0.934811675,0.056883448,6,0.937540658,0.031139791,8,0.787202367,0.026065193,8,0.434966228,0.093968529,9,0.764642656,0.437355563,2,0.443868271,0.000696669,2,0.934658859,0.542285755,5,0.237733616,0.772925371,0
0.356135862,0.147712134,6,0.25930967,0.383354167,6,0.197968837,0.646670366,9,0.895260515,0.023151326,3,0.222798491,0.292058678,1,0.656224429,0.516698465,2,0.577449118,0.764242426,4,0.715947741,0.325969382,2,0.498812959,0.082136089,3,0.289969661,0.111045927,9,0.473816591,0.635277487,0
0.207016669,0.796505251,3,0.535879366,0.421369709,6,0.273972374,0.862164981,7,0.869246741,0.157850782,9,0.585738814,0.332045312,3,0.348919037,0.618489157,9,0.166657547,0.188927246,5,0.12868222,0.167540409,9,0.909633109,0.438528877,4,0.890054584,0.928354369,4,0.19472627,0.083836029,0
0.268901463,0.12724964,4,0.834407521,0.245245949,3,0.441828032,0.110208034,5,0.771379105,0.604675642,4,0.739127875,0.654939985,9,0.027222374,0.271683597,9,0.399087074,0.441306091,5,0.714091206,0.4963146,1,0.838892391,0.360934594,9,0.467514715,0.416367519,3,0.842862805,0.66715984,0
0.182683476,0.368834584,5,0.069249359,0.711549388,5,0.45041354,0.776798027,7,0.285106576,0.467279731,1,0.931139872,0.874763574,8,0.579497151,0.714059786,6,0.575592328,0.153468104,6,0.86566608,0.518226169,8,0.054526987,0.268383105,1,0.597259032,0.613195468,4,0.545337576,0.557009949,0
0.646965752,0.186645345,4,0.896458646,0.778765387,6,0.849546929,0.925334863,6,0.168685279,0.269571607,8,0.40937627,0.420007198,5,0.910715133,0.232521781,4,0.851139295,0.241388068,3,0.351109166,0.246118679,2,0.12882595,0.17903837,2,0.639860631,0.084253109,3,0.017737808,0.192072937,0
0.178881716,0.889810414,8,0.442526294,0.897610906,7,0.737050943,0.999512743,1,0.553591949,0.263376898,1,0.079420161,0.043194052,9,0.18126875,0.418737259,9,0.522334977,0.094837089,6,0.202807311,0.650107801,4,0.559061286,0.324643578,8,0.920810074,0.980947365,2,0.589475785,0.155269131,0
0.419475386,0.645322067,2,0.038643765,0.963375236,6,0.315331491,0.785216433,7,0.791853534,0.536960619,5,0.226208638,0.501099044,1,0.942204487,0.420305562,9,0.511072909,0.809349771,2,0.192573214,0.75863855,1,0.413193639,0.931118689,9,0.770343813,0.520211203,2,0.448728497,0.207249552,0
0.102004594,0.191421927,2,0.853763371,0.173573032,1,0.732405929,0.736886446,8,0.331682185,0.992411742,7,0.272663528,0.81778403,5,0.390831206,0.06891506,8,0.691813225,0.231848704,6,0.570521055,0.830175394,8,0.242494025,0.226658258,8,0.770042077,0.133487225,5,0.011892982,0.578802008,0
0.357577946,0.449918613,9,0.495956221,0.955780122,2,0.321524508,0.900788224,8,0.546174783,0.726736144,9,0.189872641,0.665089832,3,0.716886564,0.895521144,2,0.236932337,0.822897163,2,0.887849925,0.406605924,3,0.047248576,0.061823325,7,0.110211917,0.80799517,1,0.321851685,0.521344249,0
0.810302661,0.281801208,7,0.874510707,0.754804696,7,0.617753507,0.401070188,5,0.355753721,0.575378895,2,0.41396138,0.183204732,8,0.167825472,0.840102585,3,0.276862461,0.552954437,9,0.965810008,0.477173138,7,0.758565222,0.784371302,8,0.225192095,0.718706283,6,0.754618613,0.142825621,0
0.166233511,0.731653441,2,0.510185641,0.519533446,1,0.68323363,0.575682715,5,0.526717712,0.311774939,3,0.221317543,0.13849702,1,0.126937917,0.412289802,6,0.173365686,0.979766139,9,0.049142433,0.306842713,3,0.517042335,0.041931145,4,0.366989289,0.877498912,7,0.213949848,0.791009806,0
0.41685874,0.032934819,5,0.939549093,0.446214737,2,0.677352282,0.018872281,9,0.475044734,0.321716101,7,0.007618028,0.157216443,9,0.23160785,0.914635813,9,0.482316455,0.725060365,4,0.496730106,0.678401994,6,0.215921344,0.023101135,7,0.785830834,0.0269908,1,0.529868568,0.275694489,0
0.443131925,0.685271054,9,0.776252051,0.746427542,1,0.718464741,0.469393704,1,0.999837409,0.014026105,3,0.221960348,0.260627254,4,0.834909201,0.553041389,1,0.264775843,0.495387063,3,0.065407518,0.027193876,8,0.809317259,0.115444268,1,0.607550693,0.808278594,5,0.861358608,0.417031898,0
0.719153249,0.867481095,4,0.210192855,0.254871666,8,0.533239506,0.084548045,6,0.219568733,0.419958437,8,0.023149725,0.391619164,5,0.859885014,0.994795027,2,0.84125034,0.449963602,7,0.009856691,0.045160495,7,0.849849246,0.298537241,1,0.590206842,0.424110593,2,0.646237237,0.403294521,0
0.909890441,0.379136115,7,0.965693403,0.681041049,6,0.800623803,0.831146523,9,0.802726511,0.85220774,3,0.224424647,0.578918032,2,0.368426312,0.426210317,4,0.556800672,0.132488377,9,0.186296607,0.27429524,2,0.953848744,0.455305478,6,0.010098348,0.792554269,8,0.405674146,0.972556575,0
0.572673509,0.219872009,4,0.916984867,0.344720942,4,0.567348211,0.602261353,7,0.938459607,0.35237381,5,0.779048408,0.192219015,7,0.123100929,0.234845014,9,0.423429286,0.04143397,4,0.980466967,0.554885918,5,0.739196813,0.657204235,6,0.024434011,0.600639164,7,0.21605325,0.716382612,0
0.148113659,0.61173596,7,0.950607887,0.00107553,2,0.27181733,0.592698167,3,0.314147643,0.930700013,1,0.606579877,0.559877343,3,0.145677711,0.504372194,2,0.506077394,0.409062198,2,0.851314237,0.647237671,1,0.441330075,0.03442544,2,0.46756255,0.623156699,1,0.534222337,0.585963124,0
0.794889937,0.554846757,3,0.400790601,0.291612149,6,0.61313682,0.278314769,4,0.206507587,0.922320124,8,0.814282287,0.39838124,1,0.530280727,0.833958912,1,0.93387081,0.516452319,4,0.37436429,0.858203611,4,0.491805468,0.687687645,3,0.803280994,0.858969467,2,0.443738696,0.53780687,0
0.490682002,0.826126334,3,0.401923102,0.440627627,7,0.221042302,0.81478375,6,0.828031053,0.47926366,2,0.272964812,0.133965377,2,0.386520208,0.648479577,1,0.898344283,0.981185306,7,0.821776997,0.03716768,4,0.877639494,0.066832082,5,0.955966799,0.394736005,7,0.636023459,0.117620868,0
0.065320813,0.869661268,2,0.282468037,0.88641953,4,0.44837328,0.848018769,6,0.450189851,0.588547118,8,0.177232948,0.269526432,6,0.594478504,0.939382911,8,0.968758414,0.342291417,1,0.773659673,0.840794677,5,0.117794484,0.815831393,9,0.592647508,0.145112692,8,0.754459791,0.809739168,0
0.843778666,0.141527807,7,0.95080248,0.989822841,1,0.607064275,0.681433615,9,0.566544559,0.876599689,9,0.484232541,0.070626805,1,0.222774501,0.125344673,2,0.689806691,0.822581999,9,0.347269816,0.391307917,2,0.432416757,0.491347664,4,0.84520791,0.280804097,2,0.566262828,0.588026842,0
0.483621044,0.884845002,8,0.334121243,0.197434483,5,0.691251815,0.670825446,2,0.598034224,0.016662546,4,0.448901376,0.399316234,8,0.205735141,0.772695683,7,0.133758564,0.037432563,9,0.437313849,0.829000094,3,0.927824627,0.606169558,6,0.543697793,0.708451612,9,0.464602435,0.803635708,0
0.783357865,0.913723522,7,0.590851161,0.288679851,5,0.60816236,0.699820322,5,0.350607767,0.659284535,4,0.36278865,0.713660488,8,0.570203924,0.911147191,2,0.534813665,0.446154757,1,0.939029321,0.913434558,2,0.863768715,0.944018205,4,0.520903944,0.262849791,5,0.014929127,0.179744794,0
0.082023091,0.669449282,1,0.713816853,0.513408249,6,0.431916509,0.265323915,3,0.702355866,0.020861677,7,0.789010352,0.961102791,8,0.01464309,0.260381733,1,0.43135974,0.946948588,5,0.958684447,0.854115921,2,0.937591055,0.34683415,8,0.436052037,0.285954657,4,0.521706267,0.191801417,0
0.486757413,0.751015415,6,0.530552047,0.118222449,3,0.159726139,0.611639727,9,0.569197095,0.988557012,5,0.088747476,0.923774249,5,0.87240272,0.965934473,6,0.3059323,0.333423452,4,0.942581313,0.386893445,1,0.046095393,0.997435695,1,0.708590709,0.756685597,6,0.813003887,0.859989238,0
0.248999753,0.267802346,2,0.06860376,0.863040557,7,0.131287455,0.753165839,1,0.995469855,0.507231398,4,0.344968477,0.649931847,3,0.099002963,0.676531813,9,0.32487499,0.28114469,3,0.829517347,0.542295364,4,0.061319897,0.318213462,9,0.456340275,0.057579482,1,0.121360376,0.452652078,0
0.894348441,0.328162815,8,0.492332148,0.787881215,6,0.341054999,0.713799604,9,0.547945293,0.476230171,6,0.794048603,0.095812126,8,0.610746833,0.861811675,7,0.793153837,0.530581847,1,0.154387264,0.774956438,8,0.119390183,0.580261269,3,0.279890906,0.393885071,8,0.409150304,0.830866802,0
0.457817162,0.103710011,1,0.163221903,0.927346061,9,0.020649891,0.805293366,2,0.200195754,0.597305197,7,0.833313247,0.770159859,1,0.250292311,0.939487352,4,0.807966186,0.368038914,8,0.43688498,0.385373219,2,0.855160662,0.521143993,2,0.593072846,0.071059562,1,0.737368563,0.564160141,0
0.727276317,0.462614754,6,0.392163458,0.442997923,8,0.979570436,0.794321475,5,0.835409215,0.547822265,1,0.689470058,0.96841874,1,0.13600736,0.042682416,4,0.742094876,0.493009148,9,0.995562144,0.566317111,4,0.887281569,0.771660975,1,0.651601599,0.291178771,2,0.467210423,0.588496088,0
0.011230017,0.759753187,1,0.639570556,0.942140956,3,0.907176827,0.123470984,9,0.88609174,0.761916216,5,0.358895617,0.538236868,8,0.34024349,0.902483749,7,0.469205004,0.359585265,6,0.301396094,0.144063611,8,0.576544335,0.305235547,7,0.483452983,0.663907063,1,0.458934889,0.998718265,0
0.244457497,0.874848272,2,0.851017911,0.945980099,3,0.714721708,0.080993824,7,0.982633243,0.189700978,1,0.052173064,0.104298003,7,0.71735435,0.583513504,8,0.326334792,0.902417908,4,0.431963254,0.612851185,9,0.082745463,0.633201808,4,0.082982783,0.766206148,9,0.715567173,0.852382345,0
0.325043931,0.720619417,4,0.956990397,0.614274885,8,0.370190079,0.247112525,1,0.195178164,0.934050631,6,0.019610062,0.964981326,5,0.124733832,0.013196352,1,0.487152157,0.34104254,3,0.433182355,0.052383275,5,0.159719895,0.966889719,9,0.297980622,0.534856967,8,0.029294157,0.286877479,0
0.189841042,0.666133031,6,0.911657262,0.776851125,5,0.694672013,0.567196364,6,0.644265134,0.213068551,6,0.221608421,0.318339128,9,0.881333826,0.29761575,1,0.722829134,0.267652035,8,0.698989572,0.33056295,2,0.305548007,0.160601043,7,0.166929442,0.358923424,3,0.601020197,0.479744739,0
0.335766917,0.968140428,6,0.892520347,0.840934995,7,0.508022554,0.699643035,5,0.723035682,0.349384289,9,0.165509509,0.034142889,6,0.238821167,0.535677921,1,0.547506636,0.44497268,9,0.168464711,0.797254671,7,0.460172551,0.891684333,3,0.774334532,0.93041038,3,0.611167237,0.533844816,0
0.841367391,0.897095387,5,0.990349868,0.075684068,3,0.731142168,0.38790211,7,0.647697037,0.974349768,9,0.286770075,0.995181118,3,0.845104648,0.427794468,2,0.014353217,0.167975621,2,0.944550038,0.25448233,5,0.825266951,0.103671423,9,0.489274662,0.252676796,9,0.414696331,0.555401785,0
0.582173048,0.121088483,7,0.782395333,0.255390431,6,0.650636334,0.488522571,1,0.89455603,0.962595281,9,0.594392588,0.650831575,2,0.292981386,0.775620814,8,0.944791201,0.125080032,4,0.038036144,0.577418396,3,0.300064719,0.38364304,7,0.18345294,0.93266058,3,0.677084901,0.853039436,0
0.763783411,0.927845036,5,0.756348469,0.945115875,1,0.55578915,0.774583255,1,0.722907703,0.309162073,6,0.591261724,0.373295448,2,0.671962862,0.640182662,5,0.338015169,0.6001766,6,0.683987134,0.58129195,7,0.829255913,0.1059933,9,0.568803455,0.510261752,9,0.976786085,0.116350659,0
0.669126123,0.407658469,3,0.937697573,0.198461356,8,0.818206203,0.779504615,3,0.808674683,0.289558229,2,0.681236645,0.638167132,9,0.643829127,0.99499365,4,0.519146777,0.457533676,3,0.898809876,0.367538004,7,0.579468832,0.34338559,2,0.596982625,0.56650713,2,0.274648078,0.863519519,0
0.865871178,0.586388665,4,0.536942532,0.051222735,8,0.081221934,0.534710246,9,0.477640244,0.057997947,1,0.935283299,0.387785049,1,0.300626351,0.187401431,5,0.033996143,0.331403947,3,0.711152534,0.680347923,1,0.288217396,0.322344974,6,0.618579746,0.238886725,4,0.030196548,0.397975744,0
0.54500799,0.128421448,7,0.684332093,0.946846934,4,0.355393636,0.783175971,6,0.801713915,0.906705477,1,0.147255881,0.417866786,9,0.804129335,0.196052468,9,0.504899714,0.376020501,4,0.657658273,0.932842146,2,0.016297545,0.109279999,1,0.590676288,0.1838313,1,0.080705958,0.997376918,0
0.909734498,0.453207123,5,0.382630391,0.818765737,1,0.387275877,0.784353433,3,0.820643954,0.536799189,1,0.210888273,0.387793703,1,0.15744469,0.497435268,8,0.202308979,0.156005374,5,0.530584163,0.959897247,3,0.711055365,0.204251923,6,0.264836333,0.810826838,1,0.328094895,0.324777533,0
0.223745739,0.518775052,7,0.8546674,0.754717445,7,0.750591478,0.729275527,9,0.744740376,0.819906762,4,0.41187559,0.971982738,4,0.280695267,0.908418818,5,0.00957393,0.909129509,7,0.010598793,0.680546156,6,0.989961592,0.567670941,6,0.563325716,0.657169135,8,0.474665215,0.641949822,0
0.413597192,0.628680396,9,0.557081265,0.85450271,1,0.420275236,0.243624035,4,0.483090779,0.150989666,9,0.676554033,0.673618202,3,0.780510447,0.86479909,1,0.757680698,0.676109681,6,0.278972436,0.868737932,1,0.397859127,0.973363745,8,0.213356204,0.23792208,2,0.617226645,0.337086337,0
0.993366167,0.774864789,2,0.39334602,0.852808077,1,0.798479129,0.681212859,6,0.153198907,0.192382368,5,0.733248472,0.978512903,6,0.914832912,0.127598978,9,0.897367559,0.808154393,6,0.486662054,0.809003172,9,0.770425877,0.082870824,7,0.114061811,0.824833107,8,0.771157134,0.287538705,0
0.506956948,0.269787033,8,0.84273337,0.481451862,9,0.764977253,0.89542351,8,0.278928237,0.959765812,3,0.07821708,0.891773997,7,0.747316964,0.094958907,7,0.137825441,0.228827164,6,0.987642786,0.487945347,6,0.730067513,0.658795066,7,0.304871109,0.832609032,9,0.938512774,0.116577408,0
